Structured,Pure,Metric,N_pairs,Mean_diff,Wins,Losses,Ties,W_stat,p_value,Significant_005,Cliffs_delta,Effect_size
Best-DPMM,scDHMap,NMI,12,-0.016916,3,9,0,22.0,0.911865,No,-0.1528,small
Best-DPMM,scDHMap,ARI,12,0.01691,6,6,0,38.0,0.545166,No,-0.0139,negligible
Best-DPMM,scDHMap,ASW,12,0.083278,10,2,0,71.0,0.004639,Yes,0.4583,medium
Best-DPMM,scDHMap,DAV,12,0.1238,9,3,0,67.0,0.013428,Yes,0.4306,medium
Best-DPMM,scDHMap,CAL,12,815.771975,10,2,0,72.0,0.003418,Yes,0.5972,large
Best-DPMM,scDHMap,COR,12,0.729422,8,4,0,57.0,0.088135,No,0.2361,small
Best-DPMM,scDHMap,DRE_umap_overall_quality,12,-0.067479,1,11,0,6.0,0.997559,No,-0.6528,large
Best-DPMM,scDHMap,DRE_umap_distance_correlation,12,-0.097486,1,11,0,6.0,0.997559,No,-0.6944,large
Best-DPMM,scDHMap,DRE_umap_Q_local,12,-0.068182,1,11,0,7.0,0.996582,No,-0.6111,large
Best-DPMM,scDHMap,DRE_umap_Q_global,12,-0.03677,2,10,0,11.0,0.989502,No,-0.5417,large
Best-DPMM,scDHMap,DRE_tsne_overall_quality,12,-0.047093,2,10,0,12.0,0.986572,No,-0.5139,large
Best-DPMM,scDHMap,DRE_tsne_distance_correlation,12,-0.075116,2,10,0,9.0,0.993896,No,-0.5278,large
Best-DPMM,scDHMap,DRE_tsne_Q_local,12,-0.050691,5,7,0,19.0,0.945068,No,-0.4722,medium
Best-DPMM,scDHMap,DRE_tsne_Q_global,12,-0.015473,3,9,0,19.0,0.945068,No,-0.25,small
Best-DPMM,scDHMap,LSE_overall_quality,12,0.022025,6,6,0,45.0,0.338623,No,0.125,negligible
Best-DPMM,scDHMap,LSE_core_quality,12,-0.00305,8,4,0,58.0,0.075684,No,0.4583,medium
Best-DPMM,scDHMap,LSE_manifold_dimensionality,12,-0.090178,3,9,0,14.0,0.97876,No,-0.3889,medium
Best-DPMM,scDHMap,LSE_spectral_decay_rate,12,-0.092613,1,11,0,3.0,0.999268,No,-0.7083,large
Best-DPMM,scDHMap,LSE_participation_ratio,12,0.003995,6,6,0,40.0,0.484863,No,-0.0556,negligible
Best-DPMM,scDHMap,LSE_anisotropy_score,12,-0.166596,3,9,0,13.0,0.98291,No,-0.5417,large
Best-DPMM,scDHMap,LSE_trajectory_directionality,12,0.117426,9,3,0,69.0,0.008057,Yes,0.4306,medium
Best-DPMM,scDHMap,LSE_noise_resilience,12,0.060709,5,6,1,39.0,0.318848,No,0.0139,negligible
Best-DPMM,scDHMap,DREX_overall_quality,12,-0.120198,0,12,0,0.0,1.0,No,-0.9722,large
Best-DPMM,scDHMap,DREX_trustworthiness,12,-0.100883,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDHMap,DREX_continuity,12,-0.098911,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDHMap,DREX_distance_spearman,12,-0.153076,1,11,0,2.0,0.999512,No,-0.7361,large
Best-DPMM,scDHMap,DREX_distance_pearson,12,-0.228701,1,11,0,1.0,0.999756,No,-0.8194,large
Best-DPMM,scDHMap,DREX_local_scale_quality,12,-0.03972,0,12,0,0.0,1.0,No,-0.9583,large
Best-DPMM,scDHMap,DREX_neighborhood_symmetry,12,-0.099897,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDHMap,LSEX_overall_quality,12,0.033945,10,2,0,61.0,0.046143,Yes,0.6667,large
Best-DPMM,scDHMap,LSEX_two_hop_connectivity,12,0.001339,5,7,0,42.0,0.425049,No,0.0417,negligible
Best-DPMM,scDHMap,LSEX_radial_concentration,12,0.106309,10,2,0,58.0,0.075684,No,0.6667,large
Best-DPMM,scDHMap,LSEX_local_curvature,12,0.027939,9,3,0,68.0,0.010498,Yes,0.5694,large
Best-DPMM,scDHMap,LSEX_entropy_stability,12,0.000192,4,8,0,33.0,0.688965,No,0.0556,negligible
Best-DPMM,scDHMap,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDHMap,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDHMap,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CLEAR,NMI,12,-0.054657,1,11,0,5.0,0.998291,No,-0.4444,medium
Best-DPMM,CLEAR,ARI,12,-0.019313,4,8,0,28.0,0.809814,No,-0.1944,small
Best-DPMM,CLEAR,ASW,12,0.352201,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DAV,12,2.161869,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,CAL,12,1116.207911,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,COR,12,-8.29974,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,CLEAR,DRE_umap_overall_quality,12,0.183088,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DRE_umap_distance_correlation,12,0.257652,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-DPMM,CLEAR,DRE_umap_Q_local,12,0.178861,12,0,0,78.0,0.000244,Yes,0.9722,large
Best-DPMM,CLEAR,DRE_umap_Q_global,12,0.112752,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DRE_tsne_overall_quality,12,0.20182,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DRE_tsne_distance_correlation,12,0.271385,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-DPMM,CLEAR,DRE_tsne_Q_local,12,0.200349,12,0,0,78.0,0.000244,Yes,0.9722,large
Best-DPMM,CLEAR,DRE_tsne_Q_global,12,0.133727,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,LSE_overall_quality,12,0.215297,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,LSE_core_quality,12,0.056338,11,1,0,77.0,0.000488,Yes,0.9167,large
Best-DPMM,CLEAR,LSE_manifold_dimensionality,12,0.136333,8,4,0,64.0,0.026123,Yes,0.5417,large
Best-DPMM,CLEAR,LSE_spectral_decay_rate,12,0.313994,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,LSE_participation_ratio,12,-0.050635,5,7,0,26.0,0.849365,No,-0.2917,small
Best-DPMM,CLEAR,LSE_anisotropy_score,12,0.174342,10,2,0,62.0,0.038574,Yes,0.625,large
Best-DPMM,CLEAR,LSE_trajectory_directionality,12,0.523272,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,LSE_noise_resilience,12,0.560452,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DREX_overall_quality,12,0.048687,10,2,0,73.0,0.002441,Yes,0.4583,medium
Best-DPMM,CLEAR,DREX_trustworthiness,12,-0.024716,2,10,0,6.0,0.997559,No,-0.2917,small
Best-DPMM,CLEAR,DREX_continuity,12,-0.03895,0,12,0,0.0,1.0,No,-0.5278,large
Best-DPMM,CLEAR,DREX_distance_spearman,12,0.20448,11,1,0,77.0,0.000488,Yes,0.8056,large
Best-DPMM,CLEAR,DREX_distance_pearson,12,0.102043,10,2,0,71.0,0.004639,Yes,0.4306,medium
Best-DPMM,CLEAR,DREX_local_scale_quality,12,0.081099,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,DREX_neighborhood_symmetry,12,-0.031833,0,12,0,0.0,1.0,No,-0.4167,medium
Best-DPMM,CLEAR,LSEX_overall_quality,12,0.065612,10,2,0,67.0,0.013428,Yes,0.6944,large
Best-DPMM,CLEAR,LSEX_two_hop_connectivity,12,-0.086961,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,CLEAR,LSEX_radial_concentration,12,0.260156,10,2,0,68.0,0.010498,Yes,0.6667,large
Best-DPMM,CLEAR,LSEX_local_curvature,12,0.099238,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,CLEAR,LSEX_entropy_stability,12,-0.009986,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,CLEAR,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CLEAR,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,CLEAR,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDAC,NMI,12,0.137219,11,1,0,74.0,0.001709,Yes,0.7222,large
Best-DPMM,scDAC,ARI,12,0.131692,10,2,0,72.0,0.003418,Yes,0.8333,large
Best-DPMM,scDAC,ASW,12,-0.110073,2,10,0,6.0,0.997559,No,-0.5278,large
Best-DPMM,scDAC,DAV,12,-0.348907,0,12,0,0.0,1.0,No,-0.8194,large
Best-DPMM,scDAC,CAL,12,-30912.986578,0,12,0,0.0,1.0,No,-0.8611,large
Best-DPMM,scDAC,COR,12,-2.786128,0,12,0,0.0,1.0,No,-0.7778,large
Best-DPMM,scDAC,DRE_umap_overall_quality,12,-0.07216,3,9,0,7.0,0.996582,No,-0.75,large
Best-DPMM,scDAC,DRE_umap_distance_correlation,12,-0.049663,4,8,0,25.0,0.866943,No,-0.3333,medium
Best-DPMM,scDAC,DRE_umap_Q_local,12,-0.118982,0,12,0,0.0,1.0,No,-0.9722,large
Best-DPMM,scDAC,DRE_umap_Q_global,12,-0.047835,3,9,0,9.0,0.993896,No,-0.6944,large
Best-DPMM,scDAC,DRE_tsne_overall_quality,12,-0.084536,0,12,0,0.0,1.0,No,-0.7917,large
Best-DPMM,scDAC,DRE_tsne_distance_correlation,12,-0.073839,4,8,0,16.0,0.968018,No,-0.4306,medium
Best-DPMM,scDAC,DRE_tsne_Q_local,12,-0.109826,1,11,0,1.0,0.999756,No,-0.9583,large
Best-DPMM,scDAC,DRE_tsne_Q_global,12,-0.069944,0,12,0,0.0,1.0,No,-0.8611,large
Best-DPMM,scDAC,LSE_overall_quality,12,-0.163786,1,11,0,1.0,0.999756,No,-0.7222,large
Best-DPMM,scDAC,LSE_core_quality,12,-0.092383,3,9,0,6.0,0.997559,No,-0.7639,large
Best-DPMM,scDAC,LSE_manifold_dimensionality,12,-0.127396,2,10,0,7.0,0.996582,No,-0.4861,large
Best-DPMM,scDAC,LSE_spectral_decay_rate,12,-0.076899,2,10,0,7.0,0.996582,No,-0.5833,large
Best-DPMM,scDAC,LSE_participation_ratio,12,-0.278769,2,10,0,15.0,0.973877,No,-0.5972,large
Best-DPMM,scDAC,LSE_anisotropy_score,12,-0.113532,4,8,0,21.0,0.924316,No,-0.4167,medium
Best-DPMM,scDAC,LSE_trajectory_directionality,12,-0.151547,3,9,0,11.0,0.989502,No,-0.5417,large
Best-DPMM,scDAC,LSE_noise_resilience,12,-0.300649,2,8,2,6.0,0.990234,No,-0.5556,large
Best-DPMM,scDAC,DREX_overall_quality,12,-0.03277,3,9,0,19.0,0.945068,No,-0.2778,small
Best-DPMM,scDAC,DREX_trustworthiness,12,-0.096825,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDAC,DREX_continuity,12,-0.106922,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDAC,DREX_distance_spearman,12,-0.1049,2,10,0,13.0,0.98291,No,-0.5139,large
Best-DPMM,scDAC,DREX_distance_pearson,12,0.245491,9,3,0,71.0,0.004639,Yes,0.6389,large
Best-DPMM,scDAC,DREX_local_scale_quality,12,-0.031591,1,11,0,1.0,0.999756,No,-0.8889,large
Best-DPMM,scDAC,DREX_neighborhood_symmetry,12,-0.101874,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDAC,LSEX_overall_quality,12,0.094319,10,2,0,74.0,0.001709,Yes,0.6111,large
Best-DPMM,scDAC,LSEX_two_hop_connectivity,12,0.0229,11,1,0,77.0,0.000488,Yes,0.8611,large
Best-DPMM,scDAC,LSEX_radial_concentration,12,0.412818,10,2,0,75.0,0.001221,Yes,0.625,large
Best-DPMM,scDAC,LSEX_local_curvature,12,-0.062099,3,9,0,11.0,0.989502,No,-0.5694,large
Best-DPMM,scDAC,LSEX_entropy_stability,12,0.003657,10,2,0,69.0,0.008057,Yes,0.4028,medium
Best-DPMM,scDAC,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDAC,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDAC,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDeepCluster,NMI,12,0.123952,12,0,0,78.0,0.000244,Yes,0.75,large
Best-DPMM,scDeepCluster,ARI,12,0.14965,12,0,0,78.0,0.000244,Yes,0.8472,large
Best-DPMM,scDeepCluster,ASW,12,0.241059,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDeepCluster,DAV,12,0.644947,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDeepCluster,CAL,12,1018.629767,12,0,0,78.0,0.000244,Yes,0.9722,large
Best-DPMM,scDeepCluster,COR,12,1.374758,11,1,0,70.0,0.006104,Yes,0.5556,large
Best-DPMM,scDeepCluster,DRE_umap_overall_quality,12,-0.010165,5,7,0,33.0,0.688965,No,-0.2222,small
Best-DPMM,scDeepCluster,DRE_umap_distance_correlation,12,-0.094,2,10,0,5.0,0.998291,No,-0.7361,large
Best-DPMM,scDeepCluster,DRE_umap_Q_local,12,0.088531,10,2,0,74.0,0.001709,Yes,0.7917,large
Best-DPMM,scDeepCluster,DRE_umap_Q_global,12,-0.025025,5,7,0,18.0,0.953857,No,-0.375,medium
Best-DPMM,scDeepCluster,DRE_tsne_overall_quality,12,0.018139,8,4,0,51.0,0.190186,No,0.2361,small
Best-DPMM,scDeepCluster,DRE_tsne_distance_correlation,12,-0.068225,3,9,0,14.0,0.97876,No,-0.5278,large
Best-DPMM,scDeepCluster,DRE_tsne_Q_local,12,0.110991,10,2,0,75.0,0.001221,Yes,0.8611,large
Best-DPMM,scDeepCluster,DRE_tsne_Q_global,12,0.01165,9,3,0,50.0,0.211914,No,0.2917,small
Best-DPMM,scDeepCluster,LSE_overall_quality,12,0.108004,10,2,0,68.0,0.010498,Yes,0.5417,large
Best-DPMM,scDeepCluster,LSE_core_quality,12,0.033489,10,2,0,65.0,0.02124,Yes,0.4306,medium
Best-DPMM,scDeepCluster,LSE_manifold_dimensionality,12,0.103734,9,3,0,67.0,0.013428,Yes,0.4167,medium
Best-DPMM,scDeepCluster,LSE_spectral_decay_rate,12,0.02214,7,5,0,51.0,0.190186,No,0.1389,negligible
Best-DPMM,scDeepCluster,LSE_participation_ratio,12,0.024629,7,5,0,45.0,0.338623,No,0.0833,negligible
Best-DPMM,scDeepCluster,LSE_anisotropy_score,12,0.01655,7,5,0,42.0,0.425049,No,-0.0694,negligible
Best-DPMM,scDeepCluster,LSE_trajectory_directionality,12,-0.007571,5,7,0,39.0,0.515137,No,-0.0972,negligible
Best-DPMM,scDeepCluster,LSE_noise_resilience,12,0.304086,10,2,0,71.0,0.004639,Yes,0.4722,medium
Best-DPMM,scDeepCluster,DREX_overall_quality,12,-0.099656,0,12,0,0.0,1.0,No,-0.9306,large
Best-DPMM,scDeepCluster,DREX_trustworthiness,12,-0.058545,1,11,0,1.0,0.999756,No,-0.8056,large
Best-DPMM,scDeepCluster,DREX_continuity,12,-0.076497,0,12,0,0.0,1.0,No,-0.9722,large
Best-DPMM,scDeepCluster,DREX_distance_spearman,12,-0.149545,1,11,0,3.0,0.999268,No,-0.8194,large
Best-DPMM,scDeepCluster,DREX_distance_pearson,12,-0.251768,1,11,0,2.0,0.999512,No,-0.9306,large
Best-DPMM,scDeepCluster,DREX_local_scale_quality,12,0.005938,6,6,0,49.0,0.234863,No,0.25,small
Best-DPMM,scDeepCluster,DREX_neighborhood_symmetry,12,-0.067521,0,12,0,0.0,1.0,No,-0.9444,large
Best-DPMM,scDeepCluster,LSEX_overall_quality,12,0.015485,9,3,0,55.0,0.116699,No,0.5972,large
Best-DPMM,scDeepCluster,LSEX_two_hop_connectivity,12,-0.046907,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scDeepCluster,LSEX_radial_concentration,12,0.050777,9,3,0,55.0,0.116699,No,0.5556,large
Best-DPMM,scDeepCluster,LSEX_local_curvature,12,0.065541,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scDeepCluster,LSEX_entropy_stability,12,-0.007472,0,12,0,0.0,1.0,No,-0.9722,large
Best-DPMM,scDeepCluster,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDeepCluster,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scDeepCluster,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scGNN,NMI,12,0.220854,12,0,0,78.0,0.000244,Yes,0.8472,large
Best-DPMM,scGNN,ARI,12,0.230905,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scGNN,ASW,12,0.118305,10,2,0,74.0,0.001709,Yes,0.6667,large
Best-DPMM,scGNN,DAV,12,0.236995,11,1,0,75.0,0.001221,Yes,0.6528,large
Best-DPMM,scGNN,CAL,12,945.460467,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-DPMM,scGNN,COR,12,1.031435,9,3,0,59.0,0.064697,No,0.3472,medium
Best-DPMM,scGNN,DRE_umap_overall_quality,12,-0.0165,5,7,0,29.0,0.788086,No,-0.1528,small
Best-DPMM,scGNN,DRE_umap_distance_correlation,12,-0.069281,3,9,0,14.0,0.97876,No,-0.3889,medium
Best-DPMM,scGNN,DRE_umap_Q_local,12,0.019288,8,4,0,52.0,0.169678,No,0.1806,small
Best-DPMM,scGNN,DRE_umap_Q_global,12,0.000493,6,6,0,38.0,0.545166,No,0.0139,negligible
Best-DPMM,scGNN,DRE_tsne_overall_quality,12,-0.009041,4,8,0,30.0,0.765137,No,-0.1389,negligible
Best-DPMM,scGNN,DRE_tsne_distance_correlation,12,-0.053076,3,9,0,19.0,0.945068,No,-0.375,medium
Best-DPMM,scGNN,DRE_tsne_Q_local,12,0.011848,10,2,0,57.0,0.088135,No,0.1944,small
Best-DPMM,scGNN,DRE_tsne_Q_global,12,0.014106,6,6,0,44.0,0.366699,No,0.1528,small
Best-DPMM,scGNN,LSE_overall_quality,12,0.052602,7,5,0,53.0,0.150635,No,0.3611,medium
Best-DPMM,scGNN,LSE_core_quality,12,0.003629,6,6,0,33.0,0.688965,No,0.0972,negligible
Best-DPMM,scGNN,LSE_manifold_dimensionality,12,0.076874,7,5,0,56.0,0.101807,No,0.2917,small
Best-DPMM,scGNN,LSE_spectral_decay_rate,12,-0.043947,3,9,0,25.0,0.866943,No,-0.2917,small
Best-DPMM,scGNN,LSE_participation_ratio,12,-0.102599,3,9,0,17.0,0.961426,No,-0.4306,medium
Best-DPMM,scGNN,LSE_anisotropy_score,12,-0.084187,5,7,0,24.0,0.883301,No,-0.2917,small
Best-DPMM,scGNN,LSE_trajectory_directionality,12,0.12666,9,3,0,61.0,0.046143,Yes,0.4722,medium
Best-DPMM,scGNN,LSE_noise_resilience,12,0.179786,7,4,1,47.0,0.120117,No,0.3681,medium
Best-DPMM,scGNN,DREX_overall_quality,12,-0.087408,2,10,0,3.0,0.999268,No,-0.8056,large
Best-DPMM,scGNN,DREX_trustworthiness,12,-0.086221,0,12,0,0.0,1.0,No,-0.9444,large
Best-DPMM,scGNN,DREX_continuity,12,-0.087322,0,12,0,0.0,1.0,No,-0.9861,large
Best-DPMM,scGNN,DREX_distance_spearman,12,-0.124672,4,8,0,13.0,0.98291,No,-0.5556,large
Best-DPMM,scGNN,DREX_distance_pearson,12,-0.181824,2,10,0,3.0,0.999268,No,-0.6667,large
Best-DPMM,scGNN,DREX_local_scale_quality,12,0.04236,9,3,0,70.0,0.006104,Yes,0.5694,large
Best-DPMM,scGNN,DREX_neighborhood_symmetry,12,-0.086772,0,12,0,0.0,1.0,No,-0.9583,large
Best-DPMM,scGNN,LSEX_overall_quality,12,0.015473,10,2,0,58.0,0.075684,No,0.6389,large
Best-DPMM,scGNN,LSEX_two_hop_connectivity,12,-0.010446,3,9,0,13.0,0.98291,No,-0.375,medium
Best-DPMM,scGNN,LSEX_radial_concentration,12,0.033886,9,3,0,57.0,0.088135,No,0.5833,large
Best-DPMM,scGNN,LSEX_local_curvature,12,0.032475,10,2,0,72.0,0.003418,Yes,0.5972,large
Best-DPMM,scGNN,LSEX_entropy_stability,12,0.005978,7,5,0,63.0,0.031982,Yes,0.3611,medium
Best-DPMM,scGNN,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scGNN,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scGNN,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,siVAE,NMI,12,0.29535,12,0,0,78.0,0.000244,Yes,0.8472,large
Best-DPMM,siVAE,ARI,12,0.265055,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,siVAE,ASW,12,0.135637,12,0,0,78.0,0.000244,Yes,0.7361,large
Best-DPMM,siVAE,DAV,12,0.215658,8,4,0,68.0,0.010498,Yes,0.5833,large
Best-DPMM,siVAE,CAL,12,288.600128,7,5,0,47.0,0.284668,No,0.0972,negligible
Best-DPMM,siVAE,COR,12,-0.204806,6,6,0,35.0,0.633301,No,-0.1111,negligible
Best-DPMM,siVAE,DRE_umap_overall_quality,12,-0.091609,1,11,0,4.0,0.998779,No,-0.7361,large
Best-DPMM,siVAE,DRE_umap_distance_correlation,12,-0.162051,1,11,0,1.0,0.999756,No,-0.8194,large
Best-DPMM,siVAE,DRE_umap_Q_local,12,-0.032272,5,7,0,19.0,0.945068,No,-0.2778,small
Best-DPMM,siVAE,DRE_umap_Q_global,12,-0.080504,0,12,0,0.0,1.0,No,-0.8056,large
Best-DPMM,siVAE,DRE_tsne_overall_quality,12,-0.06946,2,10,0,6.0,0.997559,No,-0.6111,large
Best-DPMM,siVAE,DRE_tsne_distance_correlation,12,-0.137634,2,10,0,3.0,0.999268,No,-0.7361,large
Best-DPMM,siVAE,DRE_tsne_Q_local,12,-0.01229,6,6,0,36.0,0.604492,No,-0.1389,negligible
Best-DPMM,siVAE,DRE_tsne_Q_global,12,-0.058455,2,10,0,3.0,0.999268,No,-0.625,large
Best-DPMM,siVAE,LSE_overall_quality,12,-0.115199,1,11,0,7.0,0.996582,No,-0.5833,large
Best-DPMM,siVAE,LSE_core_quality,12,-0.024291,5,7,0,26.0,0.849365,No,-0.0556,negligible
Best-DPMM,siVAE,LSE_manifold_dimensionality,12,-0.142103,2,10,0,8.0,0.995361,No,-0.6667,large
Best-DPMM,siVAE,LSE_spectral_decay_rate,12,-0.10338,2,10,0,10.0,0.991943,No,-0.6806,large
Best-DPMM,siVAE,LSE_participation_ratio,12,0.058861,8,4,0,56.0,0.101807,No,0.3889,medium
Best-DPMM,siVAE,LSE_anisotropy_score,12,-0.089459,4,8,0,23.0,0.898193,No,-0.2917,small
Best-DPMM,siVAE,LSE_trajectory_directionality,12,-0.247729,2,10,0,7.0,0.996582,No,-0.6667,large
Best-DPMM,siVAE,LSE_noise_resilience,12,-0.303995,2,8,2,8.0,0.981445,No,-0.5417,large
Best-DPMM,siVAE,DREX_overall_quality,12,-0.13319,0,12,0,0.0,1.0,No,-0.9583,large
Best-DPMM,siVAE,DREX_trustworthiness,12,-0.089398,0,12,0,0.0,1.0,No,-0.9583,large
Best-DPMM,siVAE,DREX_continuity,12,-0.09895,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,siVAE,DREX_distance_spearman,12,-0.218062,0,12,0,0.0,1.0,No,-0.9167,large
Best-DPMM,siVAE,DREX_distance_pearson,12,-0.27954,0,12,0,0.0,1.0,No,-0.9167,large
Best-DPMM,siVAE,DREX_local_scale_quality,12,-0.019019,3,9,0,18.0,0.953857,No,-0.4722,medium
Best-DPMM,siVAE,DREX_neighborhood_symmetry,12,-0.094174,0,12,0,0.0,1.0,No,-0.9861,large
Best-DPMM,siVAE,LSEX_overall_quality,12,-0.029384,4,8,0,20.0,0.935303,No,-0.3472,medium
Best-DPMM,siVAE,LSEX_two_hop_connectivity,12,-0.008775,3,9,0,16.0,0.968018,No,-0.25,small
Best-DPMM,siVAE,LSEX_radial_concentration,12,-0.134867,3,9,0,18.0,0.953857,No,-0.4444,medium
Best-DPMM,siVAE,LSEX_local_curvature,12,0.030707,9,3,0,72.0,0.003418,Yes,0.5556,large
Best-DPMM,siVAE,LSEX_entropy_stability,12,-0.004602,0,12,0,0.0,1.0,No,-0.5972,large
Best-DPMM,siVAE,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,siVAE,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,siVAE,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-DPMM,scSMD,NMI,12,0.361522,12,0,0,78.0,0.000244,Yes,0.8889,large
Best-DPMM,scSMD,ARI,12,0.293131,12,0,0,78.0,0.000244,Yes,1.0,large
Best-DPMM,scSMD,ASW,12,0.117464,9,3,0,69.0,0.008057,Yes,0.6667,large
Best-DPMM,scSMD,DAV,12,0.11031,7,5,0,53.0,0.150635,No,0.3333,medium
Best-DPMM,scSMD,CAL,12,46.756305,6,6,0,38.0,0.545166,No,-0.0139,negligible
Best-DPMM,scSMD,COR,12,-1.99674,2,10,0,11.0,0.989502,No,-0.6667,large
Best-DPMM,scSMD,DRE_umap_overall_quality,12,-0.1061,1,11,0,3.0,0.999268,No,-0.8194,large
Best-DPMM,scSMD,DRE_umap_distance_correlation,12,-0.166803,1,11,0,1.0,0.999756,No,-0.8472,large
Best-DPMM,scSMD,DRE_umap_Q_local,12,-0.065644,2,10,0,12.0,0.986572,No,-0.7222,large
Best-DPMM,scSMD,DRE_umap_Q_global,12,-0.085854,1,11,0,3.0,0.999268,No,-0.875,large
Best-DPMM,scSMD,DRE_tsne_overall_quality,12,-0.101664,1,11,0,2.0,0.999512,No,-0.8889,large
Best-DPMM,scSMD,DRE_tsne_distance_correlation,12,-0.170998,1,11,0,1.0,0.999756,No,-0.8472,large
Best-DPMM,scSMD,DRE_tsne_Q_local,12,-0.047327,2,10,0,17.0,0.961426,No,-0.5139,large
Best-DPMM,scSMD,DRE_tsne_Q_global,12,-0.086666,1,11,0,1.0,0.999756,No,-0.9167,large
Best-DPMM,scSMD,LSE_overall_quality,12,-0.157579,0,12,0,0.0,1.0,No,-0.7917,large
Best-DPMM,scSMD,LSE_core_quality,12,-0.036147,5,7,0,21.0,0.924316,No,-0.1667,small
Best-DPMM,scSMD,LSE_manifold_dimensionality,12,-0.183002,1,11,0,5.0,0.998291,No,-0.7778,large
Best-DPMM,scSMD,LSE_spectral_decay_rate,12,-0.125619,2,10,0,7.0,0.996582,No,-0.75,large
Best-DPMM,scSMD,LSE_participation_ratio,12,0.083169,9,3,0,59.0,0.064697,No,0.4722,medium
Best-DPMM,scSMD,LSE_anisotropy_score,12,-0.080866,5,7,0,24.0,0.883301,No,-0.4028,medium
Best-DPMM,scSMD,LSE_trajectory_directionality,12,-0.282262,2,10,0,7.0,0.996582,No,-0.75,large
Best-DPMM,scSMD,LSE_noise_resilience,12,-0.416334,0,9,3,0.0,1.0,No,-0.7014,large
Best-DPMM,scSMD,DREX_overall_quality,12,-0.120781,0,12,0,0.0,1.0,No,-0.9583,large
Best-DPMM,scSMD,DREX_trustworthiness,12,-0.092849,0,12,0,0.0,1.0,No,-1.0,large
Best-DPMM,scSMD,DREX_continuity,12,-0.101695,0,12,0,0.0,1.0,No,-1.0,large
