Structured,Pure,Metric,N_pairs,Mean_diff,Wins,Losses,Ties,W_stat,p_value,Significant_005,Cliffs_delta,Effect_size
Best-Topic,siVAE,LSEX_entropy_stability,12,-0.017791,0,12,0,0.0,1.0,No,-0.9861,large
Best-Topic,siVAE,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,siVAE,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,siVAE,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scSMD,NMI,12,0.39244,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-Topic,scSMD,ARI,12,0.309547,11,1,0,77.0,0.000488,Yes,0.8333,large
Best-Topic,scSMD,ASW,12,0.145207,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-Topic,scSMD,DAV,12,0.133817,9,3,0,66.0,0.01709,Yes,0.5278,large
Best-Topic,scSMD,CAL,12,-537.860113,3,9,0,20.0,0.935303,No,-0.2083,small
Best-Topic,scSMD,COR,12,-4.97655,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,DRE_umap_overall_quality,12,-0.060195,2,10,0,3.0,0.999268,No,-0.7917,large
Best-Topic,scSMD,DRE_umap_distance_correlation,12,-0.103114,0,12,0,0.0,1.0,No,-0.8889,large
Best-Topic,scSMD,DRE_umap_Q_local,12,-0.000321,4,8,0,30.0,0.765137,No,-0.1667,small
Best-Topic,scSMD,DRE_umap_Q_global,12,-0.077149,0,12,0,0.0,1.0,No,-0.9861,large
Best-Topic,scSMD,DRE_tsne_overall_quality,12,-0.073024,1,11,0,2.0,0.999512,No,-0.8472,large
Best-Topic,scSMD,DRE_tsne_distance_correlation,12,-0.145722,0,12,0,0.0,1.0,No,-0.9722,large
Best-Topic,scSMD,DRE_tsne_Q_local,12,0.015026,7,5,0,45.0,0.338623,No,0.1667,small
Best-Topic,scSMD,DRE_tsne_Q_global,12,-0.088376,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,LSE_overall_quality,12,-0.271888,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,LSE_core_quality,12,-0.018174,9,3,0,53.0,0.150635,No,0.4028,medium
Best-Topic,scSMD,LSE_manifold_dimensionality,12,-0.384583,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,LSE_spectral_decay_rate,12,-0.147086,1,11,0,2.0,0.999512,No,-0.9444,large
Best-Topic,scSMD,LSE_participation_ratio,12,0.269256,10,2,0,68.0,0.010498,Yes,0.6667,large
Best-Topic,scSMD,LSE_anisotropy_score,12,-0.189718,2,10,0,14.0,0.97876,No,-0.6528,large
Best-Topic,scSMD,LSE_trajectory_directionality,12,-0.517118,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,LSE_noise_resilience,12,-0.849686,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,DREX_overall_quality,12,-0.113116,0,12,0,0.0,1.0,No,-0.9306,large
Best-Topic,scSMD,DREX_trustworthiness,12,-0.085778,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,DREX_continuity,12,-0.137058,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,DREX_distance_spearman,12,-0.210908,0,12,0,0.0,1.0,No,-0.9861,large
Best-Topic,scSMD,DREX_distance_pearson,12,-0.102048,2,10,0,16.0,0.968018,No,-0.5833,large
Best-Topic,scSMD,DREX_local_scale_quality,12,-0.031481,0,12,0,0.0,1.0,No,-0.9028,large
Best-Topic,scSMD,DREX_neighborhood_symmetry,12,-0.111418,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,LSEX_overall_quality,12,-0.028205,3,9,0,13.0,0.98291,No,-0.5972,large
Best-Topic,scSMD,LSEX_two_hop_connectivity,12,-0.018034,2,10,0,3.0,0.999268,No,-0.6944,large
Best-Topic,scSMD,LSEX_radial_concentration,12,-0.164513,1,11,0,6.0,0.997559,No,-0.6944,large
Best-Topic,scSMD,LSEX_local_curvature,12,0.086422,12,0,0,78.0,0.000244,Yes,0.9444,large
Best-Topic,scSMD,LSEX_entropy_stability,12,-0.016697,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scSMD,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scSMD,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scSMD,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scDiffusion,NMI,12,0.445464,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-Topic,scDiffusion,ARI,12,0.345773,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-Topic,scDiffusion,ASW,12,0.303995,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,scDiffusion,DAV,12,0.712517,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,scDiffusion,CAL,12,466.609304,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,scDiffusion,COR,12,-0.272978,4,8,0,19.0,0.945068,No,-0.4028,medium
Best-Topic,scDiffusion,DRE_umap_overall_quality,12,0.057283,10,2,0,67.0,0.013428,Yes,0.4861,large
Best-Topic,scDiffusion,DRE_umap_distance_correlation,12,0.006929,6,6,0,44.0,0.366699,No,-0.0694,negligible
Best-Topic,scDiffusion,DRE_umap_Q_local,12,0.174442,11,1,0,77.0,0.000488,Yes,0.9722,large
Best-Topic,scDiffusion,DRE_umap_Q_global,12,-0.009523,6,6,0,32.0,0.715332,No,-0.1667,small
Best-Topic,scDiffusion,DRE_tsne_overall_quality,12,0.104072,10,2,0,75.0,0.001221,Yes,0.8056,large
Best-Topic,scDiffusion,DRE_tsne_distance_correlation,12,0.021927,7,5,0,49.0,0.234863,No,0.1806,small
Best-Topic,scDiffusion,DRE_tsne_Q_local,12,0.24608,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,scDiffusion,DRE_tsne_Q_global,12,0.044209,9,3,0,67.0,0.013428,Yes,0.5556,large
Best-Topic,scDiffusion,LSE_overall_quality,12,-0.019155,7,5,0,35.0,0.633301,No,0.0833,negligible
Best-Topic,scDiffusion,LSE_core_quality,12,0.036889,10,2,0,66.0,0.01709,Yes,0.5,large
Best-Topic,scDiffusion,LSE_manifold_dimensionality,12,-0.080218,3,9,0,12.0,0.986572,No,-0.5972,large
Best-Topic,scDiffusion,LSE_spectral_decay_rate,12,0.030368,8,4,0,58.0,0.075684,No,0.3889,medium
Best-Topic,scDiffusion,LSE_participation_ratio,12,0.108582,10,2,0,63.0,0.031982,Yes,0.5417,large
Best-Topic,scDiffusion,LSE_anisotropy_score,12,-0.088824,4,8,0,18.0,0.953857,No,-0.4444,medium
Best-Topic,scDiffusion,LSE_trajectory_directionality,12,-0.10461,1,11,0,6.0,0.997559,No,-0.5694,large
Best-Topic,scDiffusion,LSE_noise_resilience,12,-0.135331,1,11,0,3.0,0.999268,No,-0.6806,large
Best-Topic,scDiffusion,DREX_overall_quality,12,-0.066526,3,9,0,8.0,0.995361,No,-0.5417,large
Best-Topic,scDiffusion,DREX_trustworthiness,12,-0.024823,6,6,0,30.0,0.765137,No,-0.2083,small
Best-Topic,scDiffusion,DREX_continuity,12,-0.096172,1,11,0,2.0,0.999512,No,-0.8472,large
Best-Topic,scDiffusion,DREX_distance_spearman,12,-0.100103,4,8,0,14.0,0.97876,No,-0.4444,medium
Best-Topic,scDiffusion,DREX_distance_pearson,12,-0.110705,4,8,0,10.0,0.991943,No,-0.4444,medium
Best-Topic,scDiffusion,DREX_local_scale_quality,12,-0.006859,6,6,0,25.0,0.866943,No,-0.2778,small
Best-Topic,scDiffusion,DREX_neighborhood_symmetry,12,-0.060498,3,9,0,13.0,0.98291,No,-0.5833,large
Best-Topic,scDiffusion,LSEX_overall_quality,12,0.016211,11,1,0,72.0,0.003418,Yes,0.6389,large
Best-Topic,scDiffusion,LSEX_two_hop_connectivity,12,-0.080707,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scDiffusion,LSEX_radial_concentration,12,0.013733,7,5,0,48.0,0.259277,No,0.0833,negligible
Best-Topic,scDiffusion,LSEX_local_curvature,12,0.154095,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,scDiffusion,LSEX_entropy_stability,12,-0.022279,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,scDiffusion,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scDiffusion,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,scDiffusion,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,CellBLAST,NMI,12,0.423989,12,0,0,78.0,0.000244,Yes,0.8611,large
Best-Topic,CellBLAST,ARI,12,0.329907,12,0,0,78.0,0.000244,Yes,0.8472,large
Best-Topic,CellBLAST,ASW,12,0.374025,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DAV,12,1.167457,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,CAL,12,516.283739,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,COR,12,0.664338,12,0,0,78.0,0.000244,Yes,0.8056,large
Best-Topic,CellBLAST,DRE_umap_overall_quality,12,0.22308,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_umap_distance_correlation,12,0.253271,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_umap_Q_local,12,0.330092,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_umap_Q_global,12,0.085877,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_tsne_overall_quality,12,0.257337,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_tsne_distance_correlation,12,0.223927,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_tsne_Q_local,12,0.407037,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,DRE_tsne_Q_global,12,0.141046,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,LSE_overall_quality,12,0.01417,5,7,0,31.0,0.740723,No,-0.2361,small
Best-Topic,CellBLAST,LSE_core_quality,12,-0.007361,3,9,0,25.0,0.866943,No,-0.4167,medium
Best-Topic,CellBLAST,LSE_manifold_dimensionality,12,0.049501,7,5,0,61.0,0.046143,Yes,0.4028,medium
Best-Topic,CellBLAST,LSE_spectral_decay_rate,12,0.198066,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,LSE_participation_ratio,12,-0.1338,3,9,0,17.0,0.961426,No,-0.5694,large
Best-Topic,CellBLAST,LSE_anisotropy_score,12,0.143212,10,2,0,63.0,0.031982,Yes,0.6389,large
Best-Topic,CellBLAST,LSE_trajectory_directionality,12,0.105481,11,1,0,73.0,0.002441,Yes,0.8472,large
Best-Topic,CellBLAST,LSE_noise_resilience,12,0.072882,11,1,0,77.0,0.000488,Yes,0.9722,large
Best-Topic,CellBLAST,DREX_overall_quality,12,0.063161,8,4,0,67.0,0.013428,Yes,0.5694,large
Best-Topic,CellBLAST,DREX_trustworthiness,12,0.082343,11,1,0,75.0,0.001221,Yes,0.8056,large
Best-Topic,CellBLAST,DREX_continuity,12,-0.020924,7,5,0,31.0,0.740723,No,0.1667,small
Best-Topic,CellBLAST,DREX_distance_spearman,12,0.147902,9,3,0,72.0,0.003418,Yes,0.6667,large
Best-Topic,CellBLAST,DREX_distance_pearson,12,0.124276,9,3,0,68.0,0.010498,Yes,0.6389,large
Best-Topic,CellBLAST,DREX_local_scale_quality,12,0.01466,10,2,0,73.0,0.002441,Yes,0.5833,large
Best-Topic,CellBLAST,DREX_neighborhood_symmetry,12,0.030709,8,4,0,56.0,0.101807,No,0.2917,small
Best-Topic,CellBLAST,LSEX_overall_quality,12,0.021836,11,1,0,77.0,0.000488,Yes,0.8611,large
Best-Topic,CellBLAST,LSEX_two_hop_connectivity,12,-0.123541,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,CellBLAST,LSEX_radial_concentration,12,0.059745,9,3,0,69.0,0.008057,Yes,0.5278,large
Best-Topic,CellBLAST,LSEX_local_curvature,12,0.17442,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,CellBLAST,LSEX_entropy_stability,12,-0.023282,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,CellBLAST,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,CellBLAST,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,CellBLAST,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,SCALEX,NMI,12,0.445572,12,0,0,78.0,0.000244,Yes,0.875,large
Best-Topic,SCALEX,ARI,12,0.321139,10,2,0,75.0,0.001221,Yes,0.8056,large
Best-Topic,SCALEX,ASW,12,0.388853,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DAV,12,1.165784,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,CAL,12,522.561786,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,COR,12,0.904948,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_umap_overall_quality,12,0.320706,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_umap_distance_correlation,12,0.426106,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_umap_Q_local,12,0.390895,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_umap_Q_global,12,0.145116,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_tsne_overall_quality,12,0.306854,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_tsne_distance_correlation,12,0.286637,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_tsne_Q_local,12,0.454407,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DRE_tsne_Q_global,12,0.179518,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,LSE_overall_quality,12,0.02454,2,10,0,23.0,0.898193,No,-0.4167,medium
Best-Topic,SCALEX,LSE_core_quality,12,-0.002718,2,10,0,23.0,0.898193,No,-0.625,large
Best-Topic,SCALEX,LSE_manifold_dimensionality,12,0.150631,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-Topic,SCALEX,LSE_spectral_decay_rate,12,0.239897,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,LSE_participation_ratio,12,-0.216007,2,10,0,19.0,0.945068,No,-0.6667,large
Best-Topic,SCALEX,LSE_anisotropy_score,12,0.185394,10,2,0,62.0,0.038574,Yes,0.6667,large
Best-Topic,SCALEX,LSE_trajectory_directionality,12,0.188772,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,LSE_noise_resilience,12,0.095938,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,DREX_overall_quality,12,0.147633,11,1,0,77.0,0.000488,Yes,0.9722,large
Best-Topic,SCALEX,DREX_trustworthiness,12,0.133747,12,0,0,78.0,0.000244,Yes,0.9722,large
Best-Topic,SCALEX,DREX_continuity,12,0.018251,7,5,0,47.0,0.284668,No,0.1667,small
Best-Topic,SCALEX,DREX_distance_spearman,12,0.321921,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-Topic,SCALEX,DREX_distance_pearson,12,0.316309,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-Topic,SCALEX,DREX_local_scale_quality,12,0.019571,12,0,0,78.0,0.000244,Yes,0.8889,large
Best-Topic,SCALEX,DREX_neighborhood_symmetry,12,0.075999,11,1,0,73.0,0.002441,Yes,0.6806,large
Best-Topic,SCALEX,LSEX_overall_quality,12,0.009797,7,5,0,60.0,0.054932,No,0.375,medium
Best-Topic,SCALEX,LSEX_two_hop_connectivity,12,-0.124306,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,SCALEX,LSEX_radial_concentration,12,0.011955,7,5,0,47.0,0.284668,No,0.1111,negligible
Best-Topic,SCALEX,LSEX_local_curvature,12,0.174841,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,SCALEX,LSEX_entropy_stability,12,-0.023301,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,SCALEX,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,SCALEX,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,SCALEX,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,GMVAE,NMI,12,0.451508,12,0,0,78.0,0.000244,Yes,0.8889,large
Best-Topic,GMVAE,ARI,12,0.34818,12,0,0,78.0,0.000244,Yes,0.8889,large
Best-Topic,GMVAE,ASW,12,0.413522,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DAV,12,1.975666,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,CAL,12,534.520805,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,COR,12,0.928066,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_umap_overall_quality,12,0.412274,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_umap_distance_correlation,12,0.559401,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_umap_Q_local,12,0.474231,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_umap_Q_global,12,0.203189,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_tsne_overall_quality,12,0.394971,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_tsne_distance_correlation,12,0.436243,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_tsne_Q_local,12,0.514145,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DRE_tsne_Q_global,12,0.234525,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSE_overall_quality,12,0.04327,4,8,0,30.0,0.765137,No,-0.1667,small
Best-Topic,GMVAE,LSE_core_quality,12,0.007261,2,10,0,23.0,0.898193,No,-0.625,large
Best-Topic,GMVAE,LSE_manifold_dimensionality,12,0.232242,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSE_spectral_decay_rate,12,0.29285,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSE_participation_ratio,12,-0.274129,2,10,0,16.0,0.968018,No,-0.6667,large
Best-Topic,GMVAE,LSE_anisotropy_score,12,0.221919,10,2,0,62.0,0.038574,Yes,0.6667,large
Best-Topic,GMVAE,LSE_trajectory_directionality,12,0.287678,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSE_noise_resilience,12,0.126128,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_overall_quality,12,0.233336,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_trustworthiness,12,0.20017,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_continuity,12,0.106771,9,3,0,71.0,0.004639,Yes,0.5417,large
Best-Topic,GMVAE,DREX_distance_spearman,12,0.456118,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_distance_pearson,12,0.444033,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_local_scale_quality,12,0.039455,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,DREX_neighborhood_symmetry,12,0.15347,12,0,0,78.0,0.000244,Yes,0.9861,large
Best-Topic,GMVAE,LSEX_overall_quality,12,0.035871,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSEX_two_hop_connectivity,12,-0.180713,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,GMVAE,LSEX_radial_concentration,12,0.152421,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSEX_local_curvature,12,0.195845,12,0,0,78.0,0.000244,Yes,1.0,large
Best-Topic,GMVAE,LSEX_entropy_stability,12,-0.024067,0,12,0,0.0,1.0,No,-1.0,large
Best-Topic,GMVAE,SecPerEpoch,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,GMVAE,PeakGPU_MB,0,0.0,0,0,0,,,No,-0.0,negligible
Best-Topic,GMVAE,NumParams,0,0.0,0,0,0,,,No,-0.0,negligible
